X Z U W THETA OMEGA
0.00011381746265104 -0.0650700759515377 9.46506018916662e-06 -0.00541122439104137 60 0
0.000113912132930784 -0.0651241994453416 9.46899575974207e-06 -0.00541347436974049 60 0
0.000114006842566235 -0.0651783454389325 9.47293133032374e-06 -0.00541572434843075 60 0
0.000114101591557392 -0.0652325139323102 9.47686690091163e-06 -0.00541797432711215 60 0
0.000114196379904255 -0.0652867049254747 9.48080247150576e-06 -0.0054202243057847 60 0
0.000114291207606825 -0.0653409184184259 9.48473804210615e-06 -0.0054224742844484 60 0
0.000114386074665101 -0.0653951544111636 9.4886736127128e-06 -0.00542472426310324 60 0
0.000114480981079084 -0.0654494129036879 9.49260918332574e-06 -0.00542697424174922 60 0
0.000114575926848774 -0.0655036938959986 9.49654475394497e-06 -0.00542922422038635 60 0
0.00011467091197417 -0.0655579973880956 9.50048032457051e-06 -0.00543147419901462 60 0
0.000114765936455273 -0.0656123233799788 9.50441589520237e-06 -0.00543372417763404 60 0
0.000114861000292083 -0.0656666718716482 9.50835146584056e-06 -0.00543597415624461 60 0
0.0001149561034846 -0.0657210428631037 9.5122870364851e-06 -0.00543822413484632 60 0
0.000115051246032824 -0.0657754363543451 9.516222607136e-06 -0.00544047411343917 60 0
0.000115146427936755 -0.0658298523453724 9.52015817779327e-06 -0.00544272409202317 60 0
0.000115241649196393 -0.0658842908361856 9.52409374845693e-06 -0.00544497407059831 60 0
0.000115336909811738 -0.0659387518267844 9.528029319127e-06 -0.0054472240491646 60 0
0.00011543220978279 -0.0659932353171688 9.53196488980347e-06 -0.00544947402772203 60 0
0.00011552754910955 -0.0660477413073388 9.53590046048637e-06 -0.00545172400627061 60 0
0.000115622927792017 -0.0661022697972942 9.53983603117572e-06 -0.00545397398481033 60 0
0.000115718345830191 -0.066156820787035 9.54377160187151e-06 -0.0054562239633412 60 0
0.000115813803224073 -0.066211394276561 9.54770717257378e-06 -0.00545847394186321 60 0
0.000115909299973662 -0.0662659902658722 9.55164274328253e-06 -0.00546072392037637 60 0
0.000116004836078959 -0.0663206087549685 9.55557831399777e-06 -0.00546297389888067 60 0
0.000116100411539963 -0.0663752497438498 9.55951388471951e-06 -0.00546522387737612 60 0
0.000116196026356676 -0.066429913232516 9.56344945544778e-06 -0.00546747385586271 60 0
0.000116291680529096 -0.066484599220967 9.56738502618258e-06 -0.00546972383434045 60 0
0.000116387374057224 -0.0665393077092028 9.57132059692393e-06 -0.00547197381280933 60 0
0.000116483106941059 -0.0665940386972232 9.57525616767184e-06 -0.00547422379126935 60 0
0.000116578879180603 -0.0666487921850281 9.57919173842632e-06 -0.00547647376972053 60 0
0.000116674690775855 -0.0667035681726176 9.58312730918739e-06 -0.00547872374816284 60 0
0.000116770541726815 -0.0667583666599914 9.58706287995506e-06 -0.0054809737265963 60 0
0.000116866432033483 -0.0668131876471495 9.59099845072935e-06 -0.00548322370502091 60 0
0.000116962361695859 -0.0668680311340917 9.59493402151026e-06 -0.00548547368343666 60 0
0.000117058330713944 -0.0669228971208182 9.59886959229781e-06 -0.00548772366184355 60 0
0.000117154339087737 -0.0669777856073286 9.60280516309202e-06 -0.00548997364024159 60 0
0.000117250386817238 -0.067032696593623 9.60674073389289e-06 -0.00549222361863078 60 0
0.000117346473902448 -0.0670876300797012 9.61067630470044e-06 -0.00549447359701111 60 0
0.000117442600343366 -0.0671425860655631 9.61461187551469e-06 -0.00549672357538258 60 0
0.000117538766139993 -0.0671975645512088 9.61854744633564e-06 -0.0054989735537452 60 0
0.000117634971292328 -0.067252565536638 9.62248301716332e-06 -0.00550122353209897 60 0
0.000117731215800372 -0.0673075890218507 9.62641858799773e-06 -0.00550347351044388 60 0
0.000117827499664125 -0.0673626350068469 9.63035415883889e-06 -0.00550572348877993 60 0
0.000117923822883587 -0.0674177034916263 9.6342897296868e-06 -0.00550797346710713 60 0
0.000118020185458758 -0.067472794476189 9.63822530054149e-06 -0.00551022344542547 60 0
0.000118116587389637 -0.0675279079605348 9.64216087140297e-06 -0.00551247342373496 60 0
0.000118213028676226 -0.0675830439446636 9.64609644227125e-06 -0.00551472340203559 60 0
0.000118309509318524 -0.0676382024285755 9.65003201314634e-06 -0.00551697338032737 60 0
0.000118406029316531 -0.0676933834122702 9.65396758402826e-06 -0.0055192233586103 60 0
0.000118502588670247 -0.0677485868957476 9.65790315491701e-06 -0.00552147333688436 60 0
0.000118599187379672 -0.0678038128790078 9.66183872581263e-06 -0.00552372331514958 60 0
0.000118695825444807 -0.0678590613620506 9.66577429671511e-06 -0.00552597329340593 60 0
0.000118792502865651 -0.0679143323448759 9.66970986762447e-06 -0.00552822327165344 60 0
0.000118889219642204 -0.0679696258274836 9.67364543854072e-06 -0.00553047324989208 60 0
0.000118985975774467 -0.0680249418098737 9.67758100946388e-06 -0.00553272322812188 60 0
0.00011908277126244 -0.0680802802920461 9.68151658039396e-06 -0.00553497320634281 60 0
0.000119179606106122 -0.0681356412740005 9.68545215133098e-06 -0.0055372231845549 60 0
0.000119276480305514 -0.0681910247557371 9.68938772227494e-06 -0.00553947316275812 60 0
0.000119373393860616 -0.0682464307372557 9.69332329322586e-06 -0.00554172314095249 60 0
0.000119470346771427 -0.0683018592185561 9.69725886418376e-06 -0.00554397311913801 60 0
0.000119567339037949 -0.0683573101996384 9.70119443514864e-06 -0.00554622309731467 60 0
0.00011966437066018 -0.0684127836805024 9.70513000612052e-06 -0.00554847307548248 60 0
0.000119761441638122 -0.068468279661148 9.70906557709942e-06 -0.00555072305364143 60 0
0.000119858551971773 -0.0685237981415752 9.71300114808534e-06 -0.00555297303179152 60 0
0.000119955701661135 -0.0685793391217838 9.71693671907831e-06 -0.00555522300993276 60 0
0.000120052890706207 -0.0686349026017738 9.72087229007832e-06 -0.00555747298806515 60 0
0.000120150119106989 -0.0686904885815451 9.72480786108541e-06 -0.00555972296618868 60 0
0.000120247386863481 -0.0687460970610975 9.72874343209957e-06 -0.00556197294430336 60 0
0.000120344693975684 -0.0688017280404311 9.73267900312083e-06 -0.00556422292240918 60 0
0.000120442040443597 -0.0688573815195457 9.7366145741492e-06 -0.00556647290050614 60 0
0.000120539426267221 -0.0689130574984412 9.74055014518468e-06 -0.00556872287859425 60 0
0.000120636851446555 -0.0689687559771176 9.7444857162273e-06 -0.0055709728566735 60 0
0.0001207343159816 -0.0690244769555747 9.74842128727707e-06 -0.0055732228347439 60 0
0.000120831819872356 -0.0690802204338124 9.75235685833399e-06 -0.00557547281280545 60 0
0.000120929363118822 -0.0691359864118307 9.75629242939809e-06 -0.00557772279085814 60 0
0.000121026945720999 -0.0691917748896295 9.76022800046938e-06 -0.00557997276890197 60 0
0.000121124567678888 -0.0692475858672087 9.76416357154786e-06 -0.00558222274693695 60 0
0.000121222228992487 -0.0693034193445683 9.76809914263356e-06 -0.00558447272496307 60 0
0.000121319929661797 -0.069359275321708 9.77203471372649e-06 -0.00558672270298034 60 0
0.000121417669686818 -0.0694151537986278 9.77597028482666e-06 -0.00558897268098875 60 0
0.00012151544906755 -0.0694710547753277 9.77990585593408e-06 -0.00559122265898831 60 0
0.000121613267803994 -0.0695269782518076 9.78384142704876e-06 -0.00559347263697902 60 0
0.000121711125896148 -0.0695829242280673 9.78777699817073e-06 -0.00559572261496086 60 0
0.000121809023344014 -0.0696388927041068 9.79171256929999e-06 -0.00559797259293386 60 0
0.000121906960147592 -0.0696948836799259 9.79564814043656e-06 -0.00560022257089799 60 0
0.000122004936306881 -0.0697508971555247 9.79958371158045e-06 -0.00560247254885327 60 0
0.000122102951821881 -0.069806933130903 9.80351928273167e-06 -0.0056047225267997 60 0
0.000122201006692593 -0.0698629916060607 9.80745485389024e-06 -0.00560697250473727 60 0
0.000122299100919017 -0.0699190725809977 9.81139042505616e-06 -0.00560922248266599 60 0
0.000122397234501152 -0.0699751760557139 9.81532599622947e-06 -0.00561147246058585 60 0
0.000122495407438999 -0.0700313020302094 9.81926156741015e-06 -0.00561372243849686 60 0
0.000122593619732558 -0.0700874505044838 9.82319713859824e-06 -0.00561597241639901 60 0
0.000122691871381828 -0.0701436214785373 9.82713270979374e-06 -0.00561822239429231 60 0
0.000122790162386811 -0.0701998149523697 9.83106828099667e-06 -0.00562047237217675 60 0
0.000122888492747506 -0.0702560309259808 9.83500385220704e-06 -0.00562272235005233 60 0
0.000122986862463913 -0.0703122693993707 9.83893942342486e-06 -0.00562497232791906 60 0
0.000123085271536031 -0.0703685303725392 9.84287499465015e-06 -0.00562722230577694 60 0
0.000123183719963862 -0.0704248138454862 9.84681056588292e-06 -0.00562947228362596 60 0
0.000123282207747406 -0.0704811198182116 9.85074613712318e-06 -0.00563172226146612 60 0
0.000123380734886661 -0.0705374482907155 9.85468170837095e-06 -0.00563397223929743 60 0
0.000123479301381629 -0.0705937992629976 9.85861727962624e-06 -0.00563622221711989 60 0
0.00012357790723231 -0.0706501727350578 9.86255285088906e-06 -0.00563847219493349 60 0
0.000123676552438703 -0.0707065687068962 9.86648842215943e-06 -0.00564072217273823 60 0
0.000123775237000808 -0.0707629871785126 9.87042399343735e-06 -0.00564297215053412 60 0
0.000123873960918626 -0.0708194281499069 9.87435956472286e-06 -0.00564522212832116 60 0
0.000123972724192157 -0.070875891621079 9.87829513601595e-06 -0.00564747210609933 60 0
0.000124071526821401 -0.0709323775920288 9.88223070731663e-06 -0.00564972208386866 60 0
0.000124170368806357 -0.0709888860627563 9.88616627862493e-06 -0.00565197206162913 60 0
0.000124269250147026 -0.0710454170332614 9.89010184994086e-06 -0.00565422203938074 60 0
0.000124368170843408 -0.0711019705035439 9.89403742126443e-06 -0.0056564720171235 60 0
0.000124467130895503 -0.0711585464736038 9.89797299259565e-06 -0.0056587219948574 60 0
0.000124566130303312 -0.071215144943441 9.90190856393454e-06 -0.00566097197258245 60 0
0.000124665169066833 -0.0712717659130554 9.90584413528111e-06 -0.00566322195029864 60 0
0.000124764247186067 -0.0713284093824469 9.90977970663537e-06 -0.00566547192800598 60 0
0.000124863364661015 -0.0713850753516155 9.91371527799734e-06 -0.00566772190570446 60 0
0.000124962521491676 -0.071441763820561 9.91765084936702e-06 -0.00566997188339409 60 0
0.000125061717678051 -0.0714984747892834 9.92158642074444e-06 -0.00567222186107486 60 0
0.000125160953220138 -0.0715552082577825 9.92552199212961e-06 -0.00567447183874678 60 0
0.00012526022811794 -0.0716119642260583 9.92945756352254e-06 -0.00567672181640984 60 0
0.000125359542371455 -0.0716687426941107 9.93339313492324e-06 -0.00567897179406405 60 0
0.000125458895980683 -0.0717255436619395 9.93732870633172e-06 -0.0056812217717094 60 0
0.000125558288945625 -0.0717823671295448 9.94126427774801e-06 -0.00568347174934589 60 0
0.000125657721266281 -0.0718392130969264 9.94519984917211e-06 -0.00568572172697353 60 0
0.000125757192942651 -0.0718960815640843 9.94913542060404e-06 -0.00568797170459232 60 0
0.000125856703974735 -0.0719529725310182 9.9530709920438e-06 -0.00569022168220225 60 0
0.000125956254362532 -0.0720098859977283 9.95700656349142e-06 -0.00569247165980333 60 0
0.000126055844106044 -0.0720668219642143 9.96094213494691e-06 -0.00569472163739555 60 0
0.00012615547320527 -0.0721237804304761 9.96487770641027e-06 -0.00569697161497891 60 0
0.000126255141660209 -0.0721807613965138 9.96881327788153e-06 -0.00569922159255342 60 0
0.000126354849470863 -0.0722377648623272 9.9727488493607e-06 -0.00570147157011908 60 0
0.000126454596637231 -0.0722947908279162 9.97668442084778e-06 -0.00570372154767588 60 0
0.000126554383159314 -0.0723518392932807 9.9806199923428e-06 -0.00570597152522382 60 0
0.00012665420903711 -0.0724089102584206 9.98455556384576e-06 -0.00570822150276291 60 0
0.000126754074270622 -0.0724660037233359 9.98849113535668e-06 -0.00571047148029315 60 0
0.000126853978859847 -0.0725231196880264 9.99242670687558e-06 -0.00571272145781452 60 0
0.000126953922804788 -0.0725802581524921 9.99636227840246e-06 -0.00571497143532705 60 0
0.000127053906105442 -0.0726374191167329 1.00002978499373e-05 -0.00571722141283072 60 0
0.000127153928761812 -0.0726946025807487 1.00042334214802e-05 -0.00571947139032553 60 0
0.000127253990773896 -0.0727518085445394 1.00081689930312e-05 -0.00572172136781149 60 0
0.000127354092141695 -0.0728090370081049 1.00121045645901e-05 -0.00572397134528859 60 0
0.000127454232865209 -0.0728662879714452 1.00160401361571e-05 -0.00572622132275684 60 0
0.000127554412944438 -0.0729235614345601 1.00199757077322e-05 -0.00572847130021623 60 0
0.000127654632379382 -0.0729808573974495 1.00239112793154e-05 -0.00573072127766677 60 0
0.000127754891170041 -0.0730381758601134 1.00278468509066e-05 -0.00573297125510845 60 0
0.000127855189316415 -0.0730955168225516 1.0031782422506e-05 -0.00573522123254128 60 0
0.000127955526818504 -0.0731528802847641 1.00357179941135e-05 -0.00573747120996525 60 0
0.000128055903676308 -0.0732102662467509 1.00396535657291e-05 -0.00573972118738037 60 0
0.000128156319889828 -0.0732676747085117 1.00435891373529e-05 -0.00574197116478663 60 0
0.000128256775459063 -0.0733251056700466 1.00475247089848e-05 -0.00574422114218404 60 0
0.000128357270384014 -0.0733825591313554 1.00514602806249e-05 -0.00574647111957259 60 0
0.00012845780466468 -0.073440035092438 1.00553958522731e-05 -0.00574872109695229 60 0
0.000128558378301061 -0.0734975335532944 1.00593314239296e-05 -0.00575097107432313 60 0
0.000128658991293158 -0.0735550545139244 1.00632669955943e-05 -0.00575322105168511 60 0
0.000128759643640971 -0.0736125979743281 1.00672025672672e-05 -0.00575547102903824 60 0
0.0001288603353445 -0.0736701639345052 1.00711381389484e-05 -0.00575772100638252 60 0
0.000128961066403744 -0.0737277523944557 1.00750737106378e-05 -0.00575997098371794 60 0
0.000129061836818705 -0.0737853633541795 1.00790092823355e-05 -0.0057622209610445 60 0
0.000129162646589382 -0.0738429968136766 1.00829448540414e-05 -0.00576447093836222 60 0
0.000129263495715774 -0.0739006527729467 1.00868804257557e-05 -0.00576672091567107 60 0
0.000129364384197884 -0.0739583312319899 1.00908159974782e-05 -0.00576897089297107 60 0
0.000129465312035709 -0.0740160321908061 1.00947515692091e-05 -0.00577122087026221 60 0
0.000129566279229251 -0.0740737556493952 1.00986871409483e-05 -0.0057734708475445 60 0
0.00012966728577851 -0.074131501607757 1.01026227126959e-05 -0.00577572082481794 60 0
0.000129768331683486 -0.0741892700658915 1.01065582844518e-05 -0.00577797080208252 60 0
0.000129869416944178 -0.0742470610237986 1.01104938562161e-05 -0.00578022077933824 60 0
0.000129970541560587 -0.0743048744814782 1.01144294279887e-05 -0.00578247075658511 60 0
0.000130071705532714 -0.0743627104389303 1.01183649997698e-05 -0.00578472073382312 60 0
0.000130172908860557 -0.0744205688961546 1.01223005715593e-05 -0.00578697071105228 60 0
0.000130274151544118 -0.0744784498531513 1.01262361433572e-05 -0.00578922068827258 60 0
0.000130375433583396 -0.0745363533099201 1.01301717151635e-05 -0.00579147066548403 60 0
0.000130476754978391 -0.0745942792664609 1.01341072869783e-05 -0.00579372064268662 60 0
0.000130578115729105 -0.0746522277227738 1.01380428588016e-05 -0.00579597061988036 60 0
0.000130679515835535 -0.0747101986788585 1.01419784306334e-05 -0.00579822059706525 60 0
0.000130780955297684 -0.0747681921347151 1.01459140024736e-05 -0.00580047057424127 60 0
0.00013088243411555 -0.0748262080903433 1.01498495743223e-05 -0.00580272055140844 60 0
0.000130983952289134 -0.0748842465457432 1.01537851461796e-05 -0.00580497052856676 60 0
0.000131085509818437 -0.0749423075009146 1.01577207180454e-05 -0.00580722050571622 60 0
0.000131187106703457 -0.0750003909558575 1.01616562899198e-05 -0.00580947048285683 60 0
0.000131288742944196 -0.0750584969105717 1.01655918618027e-05 -0.00581172045998858 60 0
0.000131390418540653 -0.0751166253650572 1.01695274336941e-05 -0.00581397043711148 60 0
0.000131492133492828 -0.0751747763193139 1.01734630055942e-05 -0.00581622041422552 60 0
0.000131593887800722 -0.0752329497733417 1.01773985775029e-05 -0.0058184703913307 60 0
0.000131695681464335 -0.0752911457271405 1.01813341494201e-05 -0.00582072036842704 60 0
0.000131797514483667 -0.0753493641807102 1.0185269721346e-05 -0.00582297034551451 60 0
0.000131899386858717 -0.0754076051340508 1.01892052932806e-05 -0.00582522032259313 60 0
0.000132001298589487 -0.075465868587162 1.01931408652238e-05 -0.0058274702996629 60 0
0.000132103249675975 -0.075524154540044 1.01970764371756e-05 -0.00582972027672381 60 0
0.000132205240118183 -0.0755824629926965 1.02010120091362e-05 -0.00583197025377586 60 0
0.00013230726991611 -0.0756407939451195 1.02049475811054e-05 -0.00583422023081906 60 0
0.000132409339069756 -0.0756991473973128 1.02088831530833e-05 -0.00583647020785341 60 0
0.000132511447579122 -0.0757575233492765 1.021281872507e-05 -0.00583872018487889 60 0
0.000132613595444207 -0.0758159218010104 1.02167542970654e-05 -0.00584097016189553 60 0
0.000132715782665013 -0.0758743427525144 1.02206898690695e-05 -0.00584322013890331 60 0
0.000132818009241537 -0.0759327862037884 1.02246254410824e-05 -0.00584547011590223 60 0
0.000132920275173782 -0.0759912521548324 1.02285610131041e-05 -0.0058477200928923 60 0
0.000133022580461747 -0.0760497406056462 1.02324965851345e-05 -0.00584997006987351 60 0
0.000133124925105432 -0.0761082515562298 1.02364321571738e-05 -0.00585222004684587 60 0
0.000133227309104837 -0.0761667850065831 1.02403677292218e-05 -0.00585447002380938 60 0
0.000133329732459962 -0.076225340956706 1.02443033012787e-05 -0.00585672000076402 60 0
0.000133432195170808 -0.0762839194065984 1.02482388733445e-05 -0.00585896997770982 60 0
0.000133534697237375 -0.0763425203562602 1.0252174445419e-05 -0.00586121995464675 60 0
0.000133637238659661 -0.0764011438056913 1.02561100175025e-05 -0.00586346993157484 60 0
0.000133739819437669 -0.0764597897548916 1.02600455895948e-05 -0.00586571990849406 60 0
0.000133842439571398 -0.0765184582038611 1.0263981161696e-05 -0.00586796988540443 60 0
0.000133945099060847 -0.0765771491525997 1.02679167338062e-05 -0.00587021986230595 60 0
0.000134047797906017 -0.0766358626011072 1.02718523059252e-05 -0.00587246983919861 60 0
0.000134150536106909 -0.0766945985493836 1.02757878780532e-05 -0.00587471981608242 60 0
0.000134253313663522 -0.0767533569974289 1.02797234501901e-05 -0.00587696979295737 60 0
0.000134356130575856 -0.0768121379452428 1.0283659022336e-05 -0.00587921976982347 60 0
0.000134458986843911 -0.0768709413928253 1.02875945944908e-05 -0.00588146974668071 60 0
0.000134561882467688 -0.0769297673401763 1.02915301666547e-05 -0.00588371972352909 60 0
0.000134664817447187 -0.0769886157872958 1.02954657388275e-05 -0.00588596970036862 60 0
0.000134767791782407 -0.0770474867341837 1.02994013110094e-05 -0.0058882196771993 60 0
0.000134870805473349 -0.0771063801808398 1.03033368832002e-05 -0.00589046965402112 60 0
0.000134973858520014 -0.0771652961272641 1.03072724554002e-05 -0.00589271963083408 60 0
0.0001350769509224 -0.0772242345734565 1.03112080276091e-05 -0.00589496960763819 60 0
0.000135180082680508 -0.0772831955194168 1.03151435998272e-05 -0.00589721958443345 60 0
0.000135283253794339 -0.0773421789651451 1.03190791720543e-05 -0.00589946956121985 60 0
0.000135386464263892 -0.0774011849106412 1.03230147442905e-05 -0.00590171953799739 60 0
0.000135489714089167 -0.077460213355905 1.03269503165358e-05 -0.00590396951476608 60 0
0.000135593003270165 -0.0775192643009365 1.03308858887902e-05 -0.00590621949152592 60 0
0.000135696331806885 -0.0775783377457355 1.03348214610538e-05 -0.00590846946827689 60 0
0.000135799699699329 -0.077637433690302 1.03387570333265e-05 -0.00591071944501902 60 0
0.000135903106947495 -0.0776965521346359 1.03426926056084e-05 -0.00591296942175229 60 0
0.000136006553551384 -0.077755693078737 1.03466281778994e-05 -0.0059152193984767 60 0
0.000136110039510996 -0.0778148565226054 1.03505637501996e-05 -0.00591746937519226 60 0
0.000136213564826332 -0.0778740424662408 1.03544993225091e-05 -0.00591971935189896 60 0
0.00013631712949739 -0.0779332509096433 1.03584348948277e-05 -0.00592196932859681 60 0
0.000136420733524172 -0.0779924818528127 1.03623704671556e-05 -0.0059242193052858 60 0
0.000136524376906678 -0.078051735295749 1.03663060394927e-05 -0.00592646928196594 60 0
0.000136628059644907 -0.078111011238452 1.0370241611839e-05 -0.00592871925863722 60 0
0.00013673178173886 -0.0781703096809217 1.03741771841946e-05 -0.00593096923529965 60 0
0.000136835543188536 -0.078229630623158 1.03781127565595e-05 -0.00593321921195322 60 0
0.000136939343993936 -0.0782889740651607 1.03820483289337e-05 -0.00593546918859793 60 0
0.000137043184155061 -0.0783483400069299 1.03859839013172e-05 -0.0059377191652338 60 0
0.000137147063671909 -0.0784077284484654 1.038991947371e-05 -0.0059399691418608 60 0
0.000137250982544482 -0.0784671393897671 1.03938550461122e-05 -0.00594221911847895 60 0
0.000137354940772779 -0.0785265728308349 1.03977906185237e-05 -0.00594446909508825 60 0
0.0001374589383568 -0.0785860287716688 1.04017261909445e-05 -0.00594671907168869 60 0
0.000137562975296546 -0.0786455072122687 1.04056617633747e-05 -0.00594896904828027 60 0
0.000137667051592016 -0.0787050081526344 1.04095973358144e-05 -0.005951219024863 60 0
0.000137771167243211 -0.0787645315927659 1.04135329082634e-05 -0.00595346900143688 60 0
0.000137875322250131 -0.0788240775326631 1.04174684807218e-05 -0.0059557189780019 60 0
0.000137979516612776 -0.0788836459723259 1.04214040531896e-05 -0.00595796895455806 60 0
0.000138083750331146 -0.0789432369117542 1.04253396256669e-05 -0.00596021893110537 60 0
0.00013818802340524 -0.079002850350948 1.04292751981537e-05 -0.00596246890764383 60 0
0.000138292335835061 -0.0790624862899071 1.04332107706499e-05 -0.00596471888417343 60 0
0.000138396687620606 -0.0791221447286314 1.04371463431555e-05 -0.00596696886069417 60 0
0.000138501078761877 -0.079181825667121 1.04410819156707e-05 -0.00596921883720606 60 0
0.000138605509258873 -0.0792415291053755 1.04450174881954e-05 -0.00597146881370909 60 0
0.000138709979111595 -0.0793012550433951 1.04489530607296e-05 -0.00597371879020327 60 0
0.000138814488320043 -0.0793610034811796 1.04528886332733e-05 -0.00597596876668859 60 0
0.000138919036884216 -0.0794207744187288 1.04568242058266e-05 -0.00597821874316506 60 0
0.000139023624804115 -0.0794805678560428 1.04607597783894e-05 -0.00598046871963268 60 0
0.000139128252079741 -0.0795403837931215 1.04646953509618e-05 -0.00598271869609143 60 0
0.000139232918711092 -0.0796002222299646 1.04686309235438e-05 -0.00598496867254134 60 0
0.00013933762469817 -0.0796600831665722 1.04725664961354e-05 -0.00598721864898238 60 0
0.000139442370040974 -0.0797199666029443 1.04765020687366e-05 -0.00598946862541458 60 0
0.000139547154739505 -0.0797798725390805 1.04804376413475e-05 -0.00599171860183791 60 0
0.000139651978793762 -0.079839800974981 1.04843732139679e-05 -0.00599396857825239 60 0
0.000139756842203745 -0.0798997519106455 1.0488308786598e-05 -0.00599621855465802 60 0
0.000139861744969456 -0.0799597253460741 1.04922443592378e-05 -0.00599846853105479 60 0
0.000139966687090893 -0.0800197212812666 1.04961799318873e-05 -0.00600071850744271 60 0
0.000140071668568057 -0.0800797397162229 1.05001155045464e-05 -0.00600296848382177 60 0
0.000140176689400948 -0.080139780650943 1.05040510772153e-05 -0.00600521846019197 60 0
0.000140281749589567 -0.0801998440854267 1.05079866498939e-05 -0.00600746843655332 60 0
0.000140386849133912 -0.080259930019674 1.05119222225822e-05 -0.00600971841290582 60 0
0.000140491988033985 -0.0803200384536848 1.05158577952803e-05 -0.00601196838924946 60 0
0.000140597166289786 -0.080380169387459 1.05197933679881e-05 -0.00601421836558425 60 0
0.000140702383901314 -0.0804403228209965 1.05237289407057e-05 -0.00601646834191017 60 0
0.00014080764086857 -0.0805004987542972 1.0527664513433e-05 -0.00601871831822725 60 0
0.000140912937191553 -0.080560697187361 1.05316000861702e-05 -0.00602096829453547 60 0
0.000141018272870264 -0.0806209181201878 1.05355356589172e-05 -0.00602321827083483 60 0
0.000141123647904703 -0.0806811615527777 1.0539471231674e-05 -0.00602546824712534 60 0
0.000141229062294871 -0.0807414274851303 1.05434068044406e-05 -0.00602771822340699 60 0
0.000141334516040766 -0.0808017159172458 1.05473423772171e-05 -0.00602996819967979 60 0
0.00014144000914239 -0.0808620268491239 1.05512779500035e-05 -0.00603221817594374 60 0
0.000141545541599742 -0.0809223602807646 1.05552135227998e-05 -0.00603446815219883 60 0
0.000141651113412823 -0.0809827162121678 1.05591490956059e-05 -0.00603671812844506 60 0
0.000141756724581632 -0.0810430946433335 1.05630846684219e-05 -0.00603896810468244 60 0
0.00014186237510617 -0.0811034955742615 1.05670202412479e-05 -0.00604121808091096 60 0
0.000141968064986436 -0.0811639190049517 1.05709558140838e-05 -0.00604346805713063 60 0
0.000142073794222432 -0.0812243649354041 1.05748913869296e-05 -0.00604571803334144 60 0
0.000142179562814156 -0.0812848333656185 1.05788269597854e-05 -0.0060479680095434 60 0
0.00014228537076161 -0.0813453242955949 1.05827625326512e-05 -0.0060502179857365 60 0
0.000142391218064792 -0.0814058377253332 1.05866981055269e-05 -0.00605246796192074 60 0
0.000142497104723704 -0.0814663736548333 1.05906336784127e-05 -0.00605471793809614 60 0
0.000142603030738346 -0.0815269320840951 1.05945692513084e-05 -0.00605696791426267 60 0
0.000142708996108717 -0.0815875130131185 1.05985048242142e-05 -0.00605921789042035 60 0
0.000142815000834817 -0.0816481164419035 1.06024403971301e-05 -0.00606146786656918 60 0
0.000142921044916647 -0.0817087423704498 1.06063759700559e-05 -0.00606371784270915 60 0
0.000143027128354207 -0.0817693907987576 1.06103115429919e-05 -0.00606596781884026 60 0
0.000143133251147497 -0.0818300617268266 1.06142471159379e-05 -0.00606821779496253 60 0
0.000143239413296517 -0.0818907551546568 1.0618182688894e-05 -0.00607046777107593 60 0
0.000143345614801267 -0.0819514710822481 1.06221182618602e-05 -0.00607271774718048 60 0
0.000143451855661748 -0.0820122095096004 1.06260538348366e-05 -0.00607496772327617 60 0
0.000143558135877958 -0.0820729704367136 1.0629989407823e-05 -0.00607721769936301 60 0
0.000143664455449899 -0.0821337538635876 1.06339249808196e-05 -0.006079467675441 60 0
0.000143770814377571 -0.0821945597902224 1.06378605538264e-05 -0.00608171765151013 60 0
0.000143877212660973 -0.0822553882166178 1.06417961268434e-05 -0.0060839676275704 60 0
0.000143983650300105 -0.0823162391427738 1.06457316998705e-05 -0.00608621760362182 60 0
0.000144090127294969 -0.0823771125686902 1.06496672729078e-05 -0.00608846757966438 60 0
0.000144196643645564 -0.082438008494367 1.06536028459554e-05 -0.00609071755569809 60 0
0.000144303199351889 -0.0824989269198041 1.06575384190131e-05 -0.00609296753172295 60 0
0.000144409794413946 -0.0825598678450014 1.06614739920811e-05 -0.00609521750773894 60 0
0.000144516428831734 -0.0826208312699589 1.06654095651594e-05 -0.00609746748374609 60 0
0.000144623102605253 -0.0826818171946763 1.06693451382479e-05 -0.00609971745974437 60 0
0.000144729815734504 -0.0827428256191537 1.06732807113467e-05 -0.00610196743573381 60 0
0.000144836568219486 -0.082803856543391 1.06772162844558e-05 -0.00610421741171438 60 0
0.0001449433600602 -0.082864909967388 1.06811518575752e-05 -0.00610646738768611 60 0
0.000145050191256646 -0.0829259858911447 1.06850874307049e-05 -0.00610871736364897 60 0
0.000145157061808823 -0.0829870843146609 1.06890230038449e-05 -0.00611096733960298 60 0
0.000145263971716733 -0.0830482052379367 1.06929585769953e-05 -0.00611321731554814 60 0
0.000145370920980374 -0.0831093486609719 1.06968941501561e-05 -0.00611546729148444 60 0
0.000145477909599748 -0.0831705145837664 1.07008297233272e-05 -0.00611771726741189 60 0
0.000145584937574853 -0.0832317030063201 1.07047652965087e-05 -0.00611996724333048 60 0
0.000145692004905692 -0.0832929139286329 1.07087008697006e-05 -0.00612221721924021 60 0
0.000145799111592262 -0.0833541473507048 1.07126364429029e-05 -0.00612446719514109 60 0
